         5075
         0      2    0.009   -0.498     -0.061  0.006 -.154E+01 0.198E+01 0.615E-02 0.529E+01 0.211E+00 0.200E+00
         0     -2   -1.263   -1.988      1.060  0.006 -.161E+01 0.201E+01 0.806E-01 0.146E+01 0.211E+00 0.200E+00
         0      3   -1.695    0.290      0.269  0.199 0.289E+01 0.345E+01 0.277E-01 0.435E+01 0.201E+00 0.200E+00
         0     -2   -0.661    0.719      0.032  0.006 0.293E+01 0.352E+01 0.123E-01 0.301E+01 0.201E+00 0.200E+00
         0      2    0.429   -0.709      0.524  0.006 -.375E+01 0.185E+01 0.897E-01 0.426E+01 0.207E+00 0.200E+00
         1      1   -0.069   -0.275      0.654  0.010 -.384E+01 0.182E+01 0.974E-01 0.459E+00 0.221E+00 0.200E+00
         0      1    0.226   -1.082     -0.200  0.010 -.378E+01 0.181E+01 -.539E-02 0.479E+01 0.207E+00 0.200E+00
         0     -1   -1.165    1.675      0.845  0.010 0.328E+01 -.113E+01 0.677E-01 0.793E+01 0.206E+00 0.200E+00
         1      3    1.369    0.342     -0.291  0.199 0.341E+01 -.119E+01 -.114E-01 0.271E+01 0.200E+00 0.200E+00
         0     -1   -0.032    0.073      0.077  0.010 0.283E+01 0.331E+00 0.781E-01 0.615E+01 0.202E+00 0.200E+00
         0      2   -2.548    0.316     -0.462  0.006 0.274E+01 0.262E+00 -.332E-01 0.519E+01 0.202E+00 0.200E+00
         0     -2   -1.057   -2.080      0.084  0.006 -.142E+01 0.252E+01 0.578E-02 0.215E+01 0.200E+00 0.200E+00
         1     -2   -0.049   -0.049      0.045  0.006 -.136E+01 0.255E+01 0.106E-01 0.151E+01 0.202E+00 0.200E+00
         1     -2    0.147   -0.085     -0.037  0.006 -.126E+01 0.258E+01 -.169E-01 0.155E+01 0.201E+00 0.200E+00
         0     -2   -1.550    1.737     -1.218  0.006 -.176E+01 0.369E+01 -.119E+00 0.745E-01 0.241E+00 0.200E+00
         0      1   -0.647    0.446     -0.930  0.010 -.175E+01 0.364E+01 -.169E+00 0.745E-01 0.241E+00 0.200E+00
         0      1   -1.257   -0.833     -0.686  0.010 0.957E+00 -.304E+01 -.103E+00 0.134E+01 0.232E+00 0.200E+00
         0     -1   -0.836   -1.275     -1.104  0.010 0.101E+01 -.307E+01 -.130E+00 0.177E+01 0.232E+00 0.200E+00
         0      1    1.429   -0.237      0.644  0.010 0.326E+01 0.338E+01 0.670E-01 0.111E+01 0.204E+00 0.200E+00
         0     -1    1.139    0.026     -0.113  0.010 0.327E+01 0.340E+01 0.193E-02 0.860E+00 0.204E+00 0.200E+00
         0      2    0.622    0.246     -0.113  0.006 0.157E+01 0.344E+01 -.266E-01 0.144E+01 0.201E+00 0.200E+00
         1     -1    0.807   -0.038     -0.225  0.010 0.157E+01 0.344E+01 -.119E-01 0.199E+01 0.200E+00 0.200E+00
         0      2    1.635    0.626      0.291  0.006 0.149E+01 -.358E+01 0.303E-01 0.257E+01 0.202E+00 0.200E+00
         0     -1    0.788    0.316      0.045  0.010 0.149E+01 -.358E+01 0.164E-01 0.102E+01 0.202E+00 0.200E+00
         0      2   -0.092    0.696      0.220  0.006 0.117E+01 0.154E+01 0.509E-01 0.370E+01 0.203E+00 0.200E+00
         0     -3   -1.461    1.210      0.231  0.199 0.109E+01 0.150E+01 0.282E-01 0.485E+01 0.203E+00 0.200E+00
         0      2   -1.033   -0.646      0.319  0.006 -.142E+01 -.203E+01 0.430E-01 0.205E+01 0.202E+00 0.200E+00
         0     -3   -1.288   -0.429      0.063  0.199 -.144E+01 -.200E+01 0.169E-01 0.125E+01 0.202E+00 0.200E+00
         0     -2    1.314   -1.710      0.018  0.006 0.135E+01 0.121E+01 0.198E-03 0.271E+01 0.200E+00 0.200E+00
         1      2   -0.067   -0.513      0.132  0.006 0.126E+01 0.119E+01 0.146E-01 0.253E+01 0.200E+00 0.200E+00
         1      1    1.360    0.534      0.403  0.010 -.295E+01 -.320E+01 0.909E-01 0.119E+01 0.220E+00 0.200E+00
         1     -1    1.155    0.056      0.967  0.010 -.294E+01 -.326E+01 0.128E+00 0.742E+01 0.234E+00 0.200E+00
         0      2   -1.255    0.211      0.084  0.006 -.140E+01 0.303E+01 0.941E-03 0.713E+01 0.201E+00 0.200E+00
         2     -2   -1.187   -0.041     -0.497  0.006 -.139E+01 0.296E+01 -.406E-01 0.168E+01 0.203E+00 0.200E+00
         0      1   -0.737    2.267     -0.018  0.010 0.192E+01 0.546E+01 -.691E-03 0.789E-01 0.200E+00 0.200E+00
         0     -2   -0.097   -0.054      0.024  0.006 0.185E+01 0.529E+01 0.261E-01 0.698E+00 0.200E+00 0.200E+00
         0     -3    1.387    0.563      0.346  0.199 0.259E+01 0.963E+00 0.266E-01 0.541E+00 0.200E+00 0.200E+00
         0      2    0.866    0.031     -0.358  0.006 0.259E+01 0.923E+00 -.465E-01 0.874E+01 0.200E+00 0.200E+00
         1      1    0.068    0.084      0.252  0.010 0.304E+01 0.221E+00 0.938E-01 0.955E+01 0.208E+00 0.200E+00
         0      1    1.095    0.136     -0.463  0.010 0.311E+01 0.265E+00 -.571E-01 0.404E+01 0.202E+00 0.200E+00
         0      1    0.944    0.513     -0.029  0.010 0.311E+01 0.310E+00 -.130E-01 0.220E+01 0.202E+00 0.200E+00
         0      1   -0.372    0.090      0.076  0.010 0.976E+00 0.136E+01 0.713E-01 0.523E+01 0.234E+00 0.200E+00
         0     -3   -2.315    0.872      1.686  0.199 0.100E+01 0.137E+01 0.128E+00 0.474E+01 0.234E+00 0.200E+00
         1     -1    0.323    0.957     -0.133  0.010 -.949E+00 0.332E+01 -.161E-01 0.147E+01 0.200E+00 0.200E+00
         2     -1   -0.177    1.135     -0.359  0.010 -.966E+00 0.331E+01 -.285E-01 0.176E+01 0.200E+00 0.200E+00
         1     -1   -0.259    0.518      0.143  0.010 -.976E+00 0.329E+01 0.455E-01 0.109E+01 0.205E+00 0.200E+00
         0      1    0.853    1.818      0.268  0.010 0.202E+01 -.820E+00 0.273E-01 0.917E+01 0.202E+00 0.200E+00
         0     -3    0.127    0.348      0.072  0.199 0.201E+01 -.829E+00 0.317E-01 0.198E+01 0.202E+00 0.200E+00
         2     -2    1.809    0.950      1.127  0.006 0.663E+00 -.222E+01 0.119E+00 0.600E+01 0.233E+00 0.200E+00
         1      2    0.341    0.163      0.088  0.006 0.659E+00 -.221E+01 0.942E-01 0.268E+01 0.223E+00 0.200E+00
         0      1    0.042    0.037      0.025  0.010 0.710E+01 -.324E+00 0.110E+00 0.824E-01 0.242E+00 0.200E+00
         0     -2    1.102   -2.614      1.949  0.006 0.704E+01 -.542E+00 0.137E+00 0.824E-01 0.242E+00 0.200E+00
         0     -1   -0.233   -1.048     -0.273  0.010 -.152E+01 -.122E+01 -.456E-01 0.572E+01 0.204E+00 0.200E+00
         0      2   -0.232   -1.333     -0.199  0.006 -.152E+01 -.123E+01 -.333E-01 0.365E+01 0.204E+00 0.200E+00
         0     -1   -0.645   -1.799     -1.299  0.010 -.401E+00 -.197E+00 -.162E+00 0.520E+01 0.271E+00 0.200E+00
         0      2   -0.802   -0.934     -1.659  0.006 -.421E+00 -.136E+00 -.207E+00 0.316E+01 0.271E+00 0.200E+00
         0      1    0.967    1.143      0.847  0.010 0.337E+01 -.270E+01 0.139E+00 0.198E+01 0.258E+00 0.200E+00
         0      2    0.633    0.207      0.371  0.006 0.341E+01 -.277E+01 0.138E+00 0.122E+01 0.258E+00 0.200E+00
         0      2    0.337    0.631      1.275  0.006 0.331E+01 -.274E+01 0.205E+00 0.219E+02 0.258E+00 0.200E+00
         0      2   -1.090   -0.659     -0.528  0.006 0.137E+01 0.496E+01 -.441E-01 0.736E+01 0.200E+00 0.200E+00
         0      2   -0.362   -0.077      0.246  0.006 0.136E+01 0.499E+01 0.650E-01 0.980E+01 0.200E+00 0.200E+00
         0      2   -0.261   -0.357      0.297  0.006 0.140E+01 0.493E+01 0.655E-01 0.201E+01 0.200E+00 0.200E+00
         0     -1    0.123   -0.221     -0.143  0.010 -.247E+01 0.112E+01 -.358E-01 0.293E+01 0.210E+00 0.200E+00
         0     -2    0.041   -0.106     -0.065  0.006 -.249E+01 0.111E+01 -.366E-01 0.246E+01 0.210E+00 0.200E+00
         0     -1    1.217   -1.484      1.014  0.010 -.246E+01 0.113E+01 0.852E-01 0.272E+01 0.210E+00 0.200E+00
         3      2    0.280    0.411     -0.568  0.006 -.245E+01 0.140E+01 -.120E+00 0.886E+01 0.227E+00 0.200E+00
         0      1    0.481    0.244     -0.143  0.010 -.241E+01 0.139E+01 -.764E-01 0.471E+01 0.227E+00 0.200E+00
         2      2    0.481    0.710     -0.018  0.006 -.247E+01 0.143E+01 -.110E+00 0.707E+01 0.230E+00 0.200E+00
         0     -2    0.047   -0.055      0.203  0.006 -.216E+01 -.502E+00 0.953E-01 0.102E+02 0.205E+00 0.200E+00
         0     -2    1.139   -0.293     -0.089  0.006 -.207E+01 -.501E+00 -.270E-01 0.380E+01 0.205E+00 0.200E+00
         0     -2    0.725   -0.418     -0.634  0.006 -.210E+01 -.519E+00 -.906E-01 0.157E+01 0.205E+00 0.200E+00
         1      1   -0.051    0.485     -0.435  0.010 0.189E+01 -.822E+00 -.129E+00 0.548E+01 0.232E+00 0.200E+00
         0     -2   -0.047    2.052     -0.698  0.006 0.193E+01 -.799E+00 -.754E-01 0.436E+01 0.217E+00 0.200E+00
         0     -2    0.011   -0.125     -0.036  0.006 0.192E+01 0.208E+01 0.654E-03 0.510E+01 0.226E+00 0.200E+00
         0     -2    0.270    1.437      0.824  0.006 0.193E+01 0.234E+01 0.109E+00 0.935E+01 0.226E+00 0.200E+00
         0     -2   -0.003    0.993      0.598  0.006 0.191E+01 0.234E+01 0.113E+00 0.225E+01 0.226E+00 0.200E+00
         0     -1    0.391    0.142     -0.051  0.010 -.239E+01 0.132E+01 -.450E-03 0.550E+01 0.203E+00 0.200E+00
         0     -2    1.040   -0.294      0.243  0.006 -.238E+01 0.125E+01 0.398E-01 0.671E+01 0.203E+00 0.200E+00
         2     -2   -0.475    0.737      0.129  0.006 -.246E+01 0.136E+01 0.546E-01 0.427E+01 0.208E+00 0.200E+00
         0     -2    0.003   -0.284     -0.300  0.006 0.193E+01 -.116E+01 -.964E-01 0.870E+01 0.202E+00 0.200E+00
         0      1   -0.313   -1.895     -0.030  0.010 0.191E+01 -.119E+01 -.140E-01 0.685E+01 0.202E+00 0.200E+00
         0      3    0.040   -1.711      0.749  0.199 0.751E-01 -.232E+01 0.916E-01 0.278E+01 0.222E+00 0.200E+00
         0     -2   -0.252   -0.764      0.472  0.006 0.355E-01 -.231E+01 0.106E+00 0.165E+01 0.222E+00 0.200E+00
         0      2   -2.220    1.956      2.998  0.006 0.331E+01 0.282E+01 0.202E+00 0.181E+01 0.284E+00 0.200E+00
         0     -1   -0.236    0.153      0.276  0.010 0.329E+01 0.280E+01 0.200E+00 0.990E+00 0.284E+00 0.200E+00
         1      1   -0.703    1.007      0.612  0.010 -.114E-02 0.165E+00 0.518E-01 0.109E+02 0.205E+00 0.200E+00
         1     -1    0.453    0.809     -0.409  0.010 0.420E-01 0.165E+00 0.297E-01 0.227E+02 0.210E+00 0.200E+00
         0     -3   -1.568    1.004      0.314  0.199 -.105E+01 -.420E+01 0.330E-01 0.106E+01 0.203E+00 0.200E+00
         1      1   -0.044    0.052      0.058  0.010 -.107E+01 -.425E+01 0.295E-01 0.975E+01 0.202E+00 0.200E+00
         1     -1    1.830   -0.960     -2.084  0.010 0.137E+01 0.122E+01 -.222E+00 0.287E+01 0.300E+00 0.200E+00
         2      3    0.341   -0.773      0.122  0.199 0.133E+01 0.116E+01 -.101E+00 0.403E+01 0.265E+00 0.200E+00
         0     -2    2.021   -0.021      0.752  0.006 -.121E+01 0.678E-02 0.716E-01 0.165E+01 0.211E+00 0.200E+00
         0      3    0.158    0.210      0.056  0.199 -.127E+01 0.853E-01 0.492E-01 0.775E+01 0.211E+00 0.200E+00
         1      1    0.710    0.545     -0.151  0.010 -.845E+00 0.324E+01 0.200E-01 0.435E+01 0.209E+00 0.200E+00
         2     -1   -0.485    0.786      1.204  0.010 -.944E+00 0.325E+01 0.137E+00 0.165E+01 0.228E+00 0.200E+00
         0     -2   -0.895    0.092      0.433  0.006 -.522E+01 -.173E+01 0.877E-01 0.902E-01 0.215E+00 0.200E+00
         0      1   -1.440    0.146      0.506  0.010 -.522E+01 -.173E+01 0.747E-01 0.902E-01 0.215E+00 0.200E+00
         1     -3   -0.121    0.142     -0.315  0.199 0.151E+01 0.517E+01 -.883E-01 0.109E+01 0.203E+00 0.200E+00
         0      3    0.681    1.526      0.072  0.199 0.158E+01 0.523E+01 -.317E-02 0.371E+00 0.201E+00 0.200E+00
         0     -1    1.552    1.272      0.819  0.010 0.924E+00 -.180E+01 0.804E-01 0.788E+01 0.215E+00 0.200E+00
         1      2    0.549   -0.291      0.332  0.006 0.915E+00 -.180E+01 0.734E-01 0.788E+01 0.212E+00 0.200E+00
         0     -3    0.157   -0.638     -0.089  0.199 0.298E+01 -.448E+01 -.224E-01 0.124E+01 0.201E+00 0.200E+00
         0      2   -0.149   -1.480     -0.109  0.006 0.295E+01 -.449E+01 -.163E-01 0.370E+00 0.201E+00 0.200E+00
         0      2    0.634    0.724     -0.031  0.006 0.212E+01 -.640E+01 0.132E-01 0.471E+01 0.203E+00 0.200E+00
         0      1   -0.142    0.592      0.235  0.010 0.202E+01 -.639E+01 0.574E-01 0.161E+01 0.203E+00 0.200E+00
         0      2   -0.243    0.538      0.210  0.006 0.200E+01 -.639E+01 0.544E-01 0.469E+01 0.203E+00 0.200E+00
         1      3    0.679    0.826      0.346  0.199 0.210E+01 0.542E+01 0.334E-01 0.160E+00 0.202E+00 0.200E+00
         0     -1    1.103    1.367      0.460  0.010 0.210E+01 0.543E+01 0.477E-01 0.365E+00 0.204E+00 0.200E+00
         0     -1   -0.027   -0.161      0.058  0.010 0.108E+01 0.337E+01 0.590E-01 0.243E+01 0.205E+00 0.200E+00
         0      2   -0.718   -1.899      0.452  0.006 0.106E+01 0.337E+01 0.454E-01 0.307E+01 0.205E+00 0.200E+00
         0      1    0.846    1.111      0.075  0.010 0.152E+01 0.351E+01 0.220E-01 0.277E+01 0.203E+00 0.200E+00
         1     -1    0.718    0.347      0.274  0.010 0.155E+01 0.345E+01 0.578E-01 0.137E+01 0.208E+00 0.200E+00
         1      2    0.504   -1.132      0.360  0.006 -.264E+01 -.668E+00 0.217E+00 0.596E+01 0.360E+00 0.200E+00
         1     -1    0.264   -2.134      4.187  0.010 -.268E+01 -.611E+00 0.305E+00 0.320E+01 0.361E+00 0.200E+00
         0      1    0.310    0.201      0.246  0.010 0.235E+00 0.912E-01 0.117E+00 0.883E+01 0.226E+00 0.200E+00
         0     -1    1.623    1.187      1.005  0.010 0.238E+00 0.101E+00 0.103E+00 0.273E+02 0.226E+00 0.200E+00
         0      1   -0.161   -0.798      0.175  0.010 0.209E+01 -.385E+01 0.230E-01 0.615E+01 0.200E+00 0.200E+00
         0      1   -0.514   -0.101     -0.097  0.010 0.201E+01 -.377E+01 -.186E-01 0.583E+01 0.200E+00 0.200E+00
         0      2   -0.736    0.030     -0.063  0.006 0.200E+01 -.374E+01 -.832E-02 0.482E+01 0.200E+00 0.200E+00
         0      1    0.003   -0.460     -0.306  0.010 0.156E+01 0.490E+01 -.470E-01 0.382E+01 0.202E+00 0.200E+00
         0      3    0.314   -0.346      0.378  0.199 0.162E+01 0.493E+01 0.775E-01 0.503E+00 0.202E+00 0.200E+00
         0      2    0.669   -0.643      0.222  0.006 0.164E+01 0.491E+01 0.380E-01 0.683E+01 0.202E+00 0.200E+00
         0      2   -0.542    0.293      0.154  0.006 0.272E+01 0.310E+01 0.545E-01 0.188E+01 0.209E+00 0.200E+00
         0     -1   -1.461    0.562      0.490  0.010 0.272E+01 0.309E+01 0.608E-01 0.108E+02 0.209E+00 0.200E+00
         1      1   -0.578    1.248      1.059  0.010 -.237E+01 -.299E+00 0.162E+00 0.137E+01 0.257E+00 0.200E+00
         0     -2   -0.597    0.825      0.001  0.006 -.237E+01 -.280E+00 0.432E-01 0.466E+01 0.225E+00 0.200E+00
         0      3    0.291    0.016     -0.439  0.199 -.212E+01 -.416E+00 -.130E+00 0.661E+01 0.216E+00 0.200E+00
         0      2    0.287   -0.150     -0.243  0.006 -.210E+01 -.465E+00 -.109E+00 0.398E+01 0.216E+00 0.200E+00
         0      2    1.216    0.760     -0.232  0.006 -.208E+01 -.357E+00 -.551E-01 0.495E+01 0.216E+00 0.200E+00
         0     -1    1.427   -1.482     -1.132  0.010 -.147E+01 0.338E+01 -.131E+00 0.994E+00 0.249E+00 0.200E+00
         0     -1    0.164   -0.254     -0.610  0.010 -.153E+01 0.342E+01 -.195E+00 0.157E+01 0.249E+00 0.200E+00
         0     -2    0.067   -0.007     -0.175  0.006 -.151E+01 0.348E+01 -.200E+00 0.492E+01 0.249E+00 0.200E+00
         1     -1   -0.039    0.598     -0.272  0.010 -.281E+01 -.675E+00 -.148E+00 0.485E+01 0.252E+00 0.200E+00
         1      1    0.308    1.659     -1.145  0.010 -.280E+01 -.678E+00 -.136E+00 0.516E+01 0.242E+00 0.200E+00
         0      1    1.029   -0.133      0.357  0.010 0.248E+00 -.294E+01 0.735E-01 0.714E+01 0.215E+00 0.200E+00
         0     -1    1.156   -0.253      0.513  0.010 0.243E+00 -.295E+01 0.822E-01 0.365E+01 0.215E+00 0.200E+00
         0      1    0.288   -0.015     -0.111  0.010 0.214E+01 0.533E+01 -.315E-01 0.458E+00 0.200E+00 0.200E+00
         2     -1    0.525    0.484     -0.083  0.010 0.211E+01 0.542E+01 0.117E-02 0.539E+00 0.200E+00 0.200E+00
         0      1    0.388   -1.366     -0.334  0.010 -.254E+01 0.109E+01 -.490E-01 0.356E+01 0.206E+00 0.200E+00
         0     -3   -0.405   -0.552     -0.211  0.199 -.263E+01 0.111E+01 -.550E-01 0.538E+01 0.206E+00 0.200E+00
         0      2    1.027   -0.820     -0.102  0.006 -.319E+01 -.254E+01 -.944E-04 0.434E+01 0.201E+00 0.200E+00
         0     -2    0.234   -0.671      0.278  0.006 -.324E+01 -.257E+01 0.465E-01 0.300E+01 0.201E+00 0.200E+00
         0     -1   -0.616   -0.367     -0.161  0.010 -.331E+01 -.336E+01 -.697E-01 0.533E+01 0.222E+00 0.200E+00
         0      1   -1.544    0.041     -0.954  0.010 -.332E+01 -.329E+01 -.108E+00 0.392E+01 0.222E+00 0.200E+00
         0     -2   -0.552    0.137     -0.011  0.006 0.302E+01 -.283E+01 -.496E-01 0.227E+01 0.230E+00 0.200E+00
         0      3   -1.667   -0.204     -1.326  0.199 0.304E+01 -.287E+01 -.130E+00 0.453E+01 0.230E+00 0.200E+00
         1      1    0.020    0.253     -0.227  0.010 -.928E+00 0.471E+01 -.272E+00 0.410E+01 0.341E+00 0.200E+00
         0     -2    2.419    0.331     -1.956  0.006 -.855E+00 0.462E+01 -.170E+00 0.643E+01 0.266E+00 0.200E+00
         0      1    0.079    0.600     -0.455  0.010 -.242E+01 -.109E+01 -.101E+00 0.169E+01 0.212E+00 0.200E+00
         0      1   -0.479    0.310     -0.363  0.010 -.251E+01 -.113E+01 -.941E-01 0.220E+01 0.212E+00 0.200E+00
         0      2   -0.089    0.859      0.057  0.006 -.244E+01 -.106E+01 -.242E-01 0.529E+01 0.212E+00 0.200E+00
         0      1   -1.187    0.841     -0.367  0.010 0.487E+00 -.152E+01 -.313E-01 0.140E+02 0.200E+00 0.200E+00
         1     -1    0.026    0.262      0.002  0.010 0.552E+00 -.148E+01 0.228E-01 0.371E+01 0.202E+00 0.200E+00
         0     -3   -1.218   -0.402     -0.885  0.199 0.932E+00 0.121E+01 -.183E+00 0.912E+01 0.295E+00 0.200E+00
         3      2    0.082   -0.919     -2.168  0.006 0.971E+00 0.120E+01 -.269E+00 0.225E+01 0.335E+00 0.200E+00
         0      3   -0.419    0.435      0.048  0.199 0.211E+01 -.586E+01 0.632E-01 0.332E+01 0.238E+00 0.200E+00
         0     -2   -1.069    1.268      1.525  0.006 0.213E+01 -.588E+01 0.149E+00 0.652E+01 0.238E+00 0.200E+00
         0      1    0.172   -0.167      0.001  0.010 -.237E+01 0.403E+00 0.267E-01 0.540E+01 0.208E+00 0.200E+00
         0      2    1.043    0.424      0.250  0.006 -.235E+01 0.521E+00 0.504E-01 0.680E+01 0.208E+00 0.200E+00
         0      1    0.676   -0.254      0.347  0.010 -.236E+01 0.445E+00 0.745E-01 0.177E+01 0.208E+00 0.200E+00
         0     -1   -0.989    0.377     -0.446  0.010 0.141E+01 0.326E+01 -.484E-01 0.150E+01 0.201E+00 0.200E+00
         1      1   -0.769    0.604      0.057  0.010 0.142E+01 0.329E+01 0.111E-01 0.472E+01 0.200E+00 0.200E+00
         0     -2    0.445   -0.366     -0.254  0.006 -.670E+00 -.227E+01 -.843E-01 0.453E+01 0.216E+00 0.200E+00
         0      1    1.074   -1.163     -0.619  0.010 -.679E+00 -.228E+01 -.796E-01 0.195E+01 0.216E+00 0.200E+00
         2      1    0.075    1.027      0.012  0.010 -.248E+01 -.317E+01 -.185E-01 0.604E+01 0.201E+00 0.200E+00
         1     -2    0.302    0.965     -0.431  0.006 -.247E+01 -.317E+01 -.550E-01 0.343E+01 0.206E+00 0.200E+00
         1      2   -0.135   -0.224      0.080  0.006 -.369E+01 -.235E+01 0.537E-01 0.950E+00 0.207E+00 0.200E+00
         0      2    0.408   -0.158      0.397  0.006 -.362E+01 -.228E+01 0.798E-01 0.371E+01 0.201E+00 0.200E+00
         0      1    1.030   -0.171     -0.314  0.010 -.360E+01 -.227E+01 -.184E-01 0.101E+02 0.201E+00 0.200E+00
         1     -2    0.005   -0.342     -0.129  0.006 0.321E+01 -.147E+01 -.672E-01 0.214E+01 0.210E+00 0.200E+00
         1      1   -0.275   -0.910     -0.524  0.010 0.316E+01 -.148E+01 -.845E-01 0.113E+01 0.211E+00 0.200E+00
         0     -1    1.449    0.261     -0.230  0.010 -.429E+01 -.324E+01 -.153E-01 0.597E+01 0.200E+00 0.200E+00
         0      3    0.253    0.297      0.235  0.199 -.433E+01 -.320E+01 0.479E-01 0.721E+01 0.200E+00 0.200E+00
         0     -1   -0.397   -0.211     -0.080  0.010 -.176E+00 0.553E+00 -.122E-01 0.211E+01 0.200E+00 0.200E+00
         1     -2   -0.233    0.199     -0.385  0.006 -.109E+00 0.552E+00 0.224E-01 0.447E+01 0.208E+00 0.200E+00
         0     -2    0.031   -0.396     -0.375  0.006 -.824E-01 0.527E+00 -.638E-01 0.588E+01 0.200E+00 0.200E+00
         0      3   -2.065   -1.504     -2.302  0.199 0.189E+01 0.145E-02 -.197E+00 0.959E+01 0.287E+00 0.200E+00
         2     -1   -0.454    0.374     -1.152  0.010 0.194E+01 0.120E+00 -.369E+00 0.478E+01 0.419E+00 0.200E+00
         0      2   -0.392   -0.459      0.345  0.006 0.592E+01 -.123E+01 0.403E-01 0.568E+01 0.201E+00 0.200E+00
         0     -3   -0.410   -1.082     -0.540  0.199 0.594E+01 -.125E+01 -.519E-01 0.100E+00 0.201E+00 0.200E+00
         0     -2    0.419   -1.087     -0.229  0.006 0.209E+01 0.262E+01 -.452E-01 0.726E+01 0.206E+00 0.200E+00
         0      2    0.330   -0.796     -0.287  0.006 0.209E+01 0.263E+01 -.583E-01 0.272E+01 0.206E+00 0.200E+00
         0      1    1.531    0.232      0.065  0.010 0.136E+01 0.274E+01 0.116E-01 0.729E+01 0.201E+00 0.200E+00
